VO2_ins_wl_n;VO2_ins_n;VO2_ins_wl_k;VO2_ins_k;VO2_met_wl_n;VO2_met_n;VO2_met_wl_k;VO2_met_k;vo2IR_ins_wl_n;vo2IR_ins_n;vo2IR_met_wl_n;vo2IR_met_n;vo2IR_met_wl_k;vo2IR_met_k;vo2IR_ins_wl_k;vo2IR_ins_k;Ag_wl_n;Ag_n;Ag_wl_k;Ag_k;Au9nm_wl_n;Au9nm_n;Au9nm_wl_k;Au9nm_k;SiO2_thin_wl_n;SiO2_thin_n;SiO2_thin_wl_k;SiO2_thin_k;SiO2_fused_wl_n;SiO2_fused_n;SiO2_fused_wl_k;SiO2_fused_k;SiO2_wl_n;SiO2_n;TiO2_alpha_wl_n;TiO2_alpha_n;TiO2_A_wl_n;TiO2_A_n;TiO2_alpha_wl_k;TiO2_alpha_k;TiO2_A_wl_k;TiO2_A_k;Cr2O3_wl_n;Cr2O3_n;Cr2O3_wl_k;Cr2O3_k;Si3N4_wl_n;Si3N4_n;Si3N4_wl_k;Si3N4_k;CeO2_wl_n;CeO2_n;CeO2_wl_k;CeO2_k;PET_wl_n;PET_n;PET_wl_k;PET_k;Eye_wl;Eye_sensitivity
;;;;;;;;;;;;;;;;607,84;0,071;607,84;3,73;2530;1,873;2530;16,118;1365;1,466035;1365;0;14807;1,636;;;935,884;1,419;433,846725;2,583794742;930,192;2,02;433,846725;0,0000436;;;;;;;;;;;;;;;2629,3;1,53507;2629,3;0,000209;;
;;;;;;;;;;;;;;;;613,86;0,071;613,86;3,779;2540;1,89;2540;16,177;1370;1,466023;1370;0;14943;1,6156;;;938,729;1,419;436,35135;2,578320807;933,038;2,02;436,35135;0,0000364;;;;;;;;;;;;;;;2640;1,53435;2640;0,000205;;
;;;;;;;;;;;;;;;;620;0,071;620;3,828;2550;1,904;2550;16,24;1375;1,466011;1375;0;15082;1,596;;;941,575;1,419;438,870434;2,572989985;935,884;2,02;438,870434;0,0000303;;;;;;;;;;;;;;;2645,4;1,53402;2645,4;0,000207;;
;;;;;;;;;;;;;;;;626,26;0,072;626,26;3,878;2560;1,92;2560;16,3;1380;1,465999;1380;0;15224;1,5769;;;944,42;1,419;441,40406;2,567796283;938,729;2,02;441,40406;0,0000253;;;;;;;;;;;;;;;2656,2;1,53311;2656,2;0,000219;;
;;;;;;;;;;;;;;;;632,65;0,072;632,65;3,929;2570;1,929;2570;16,354;1385;1,465987;1385;0;15368;1,5584;;;947,266;1,419;443,952314;2,562734086;941,575;2,018;443,952314;0,0000211;;;;;;;;;;;;;;;2667,1;1,53237;2667,1;0,000224;;
;;;;;;;;;;;;;;;;639,18;0,073;639,18;3,98;2580;1,938;2580;16,409;1390;1,465976;1390;0;15516;1,5402;;;950,111;1,419;446,515278;2,557798123;944,42;2,018;446,515278;0,0000177;;;;;;;;;;;;;;;2678,2;1,53208;2678,2;0,000221;;
;;;;;;;;;;;;;;;;645,83;0,073;645,83;4,033;2590;1,961;2590;16,478;1395;1,465965;1395;0;15666;1,5223;;;952,957;1,419;449,093039;2,552983439;947,266;2,016;449,093039;0,0000148;;;;;;;;;;;;;;;2689,3;1,53221;2689,3;0,000228;;
;;;;;;;;;;;;;;;;652,63;0,074;652,63;4,086;2600;1,98;2600;16,556;1400;1,465953;1400;0;15819;1,5046;;;955,802;1,419;451,685682;2,548285371;950,111;2,015;451,685682;0,0000124;;;;;;;;;;;;;;;2694,9;1,53255;2694,9;0,00192;;
;;;;;;;;;;;;;;;;659,57;0,074;659,57;4,141;2610;1,991;2610;16,625;1405;1,465942;1405;0;15975;1,4871;;;958,648;1,419;454,293292;2,543699523;952,957;2,015;454,293292;0,0000104;;;;;;;;;;;;;;;2706,1;1,53328;2706,1;0,0019;;
;;;;;;;;;;;;;;;;666,67;0,075;666,67;4,196;2620;2;2620;16,671;1410;1,465931;1410;0;16134;1,4696;;;961,493;1,419;456,915955;2,539221746;955,802;2,015;456,915955;0,00000875;;;;;;;;;;;;;;;2717,5;1,53404;2717,5;0,00204;;
;;;;;;;;;;;;;;;;673,91;0,076;673,91;4,253;2630;2,017;2630;16,732;1415;1,46592;1415;0;16296;1,4522;;;964,339;1,419;459,55376;2,534848118;958,648;2,015;459,55376;0,00000735;;;;;;;;;;;;;;;2728,9;1,53389;2728,9;0,00216;;
;;;;;;;;;;;;;;;;681,32;0,076;681,32;4,31;2640;2,035;2640;16,801;1420;1,46591;1420;0;16462;1,4347;;;967,184;1,419;462,206793;2,530574927;961,493;2,015;462,206793;0,00000619;;;;;;;;;;;;;;;2734,7;1,5339;2734,7;0,00209;;
;;;;;;;;;;;;;;;;688,89;0,077;688,89;4,369;2650;2,04;2650;16,844;1425;1,465899;1425;0;16631;1,417;;;970,03;1,419;464,875142;2,52639866;964,339;2,015;464,875142;0,00000521;;;;;;;;;;;;;;;2746,2;1,53456;2746,2;0,002;;
;;;;;;;;;;;;;;;;696,63;0,078;696,63;4,428;2660;2,033;2660;16,883;1430;1,465888;1430;0;16803;1,399;;;972,875;1,419;467,558895;2,52231598;967,184;2,015;467,558895;0,0000044;;;;;;;;;;;;;;;2757,9;1,53437;2757,9;0,00235;;
;;;;;;;;;;;;;;;;704,55;0,079;704,55;4,489;2670;2,049;2670;16,959;1435;1,465878;1435;0;16980;1,3806;;;975,721;1,419;470,258142;2,518323722;970,03;2,015;470,258142;0,00000371;;;;;;;;;;;;;;;2769,7;1,53384;2769,7;0,0021;;
;;;;;;;;;;;;;;;;712,64;0,08;712,64;4,551;2680;2,066;2680;17,038;1440;1,465868;1440;0;17159;1,3616;;;978,566;1,419;472,972972;2,514418878;972,875;2,015;472,972972;0,00000314;;;;;;;;;;;;;;;2775,6;1,53364;2775,6;0,00175;;
;;;;;;;;;;;;;;;;720,93;0,081;720,93;4,615;2690;2,085;2690;17,09;1445;1,465857;1445;0;17343;1,3417;;;981,412;1,419;475,703475;2,510598584;975,721;2,015;475,703475;0,00000266;;;;;;;;;;;;;;;2787,6;1,53338;2787,6;0,00147;;
;;;;;;;;;;;;;;;;729,41;0,083;729,41;4,68;2700;2,097;2700;17,14;1450;1,465847;1450;0;17531;1,3206;;;984,257;1,419;478,449741;2,506860113;978,566;2,015;478,449741;0,00000225;;;;;;;;;;;;;;;2799,6;1,53312;2799,6;0,00183;;
;;;;;;;;;;;;;;;;738,1;0,084;738,1;4,746;2710;2,1;2710;17,202;1455;1,465837;1455;0;17723;1,298;;;987,103;1,419;481,211861;2,503200868;981,412;2,015;481,211861;0,00000191;;;;;;;;;;;;;;;2805,7;1,53317;2805,7;0,00201;;
;;;;;;;;;;;;;;;;746,99;0,085;746,99;4,813;2720;2,118;2720;17,285;1460;1,465827;1460;0;17919;1,2731;;;989,948;1,419;483,989928;2,499618369;984,257;2,015;483,989928;0,00000162;;;;;;;;;;;;;;;2817,9;1,53334;2817,9;0,00235;;
;;;;;;;;;;;;;;;;756,1;0,087;756,1;4,882;2730;2,116;2730;17,317;1465;1,465818;1465;0;18119;1,2455;;;992,794;1,419;486,784032;2,496110249;987,103;2,015;486,784032;0,00000137;;;;;;;;;;;;;;;2824;1,53352;2824;0,00259;;
;;;;;;;;;;;;;;;;765,43;0,088;765,43;4,952;2740;2,156;2740;17,397;1470;1,465808;1470;0;18324;1,2139;;;995,639;1,419;489,594267;2,492674245;989,948;2,015;489,594267;0,00000117;;;;;;;;;;;;;;;2836,4;1,53372;2836,4;0,00252;;
;;;;;;;;;;;;;;;;775;0,09;775;5,024;2750;2,186;2750;17,478;1475;1,465798;1475;0;18534;1,1771;;;998,485;1,419;492,420726;2,489308195;992,794;2,015;492,420726;0,000000994;;;;;;;;;;;;;;;2848,9;1,53293;2848,9;0,00172;;
;;;;;;;;;;;;;;;;784,81;0,091;784,81;5,098;2760;2,2;2760;17,529;1480;1,465789;1480;0;18748;1,133;;;1001,33;1,419;495,263501;2,486010029;995,639;2,015;495,263501;0,000000847;;;;;;;;;;;;;;;2855,1;1,53208;2855,1;0,00169;;
;;;;;;;;;;;;;;;;794,87;0,093;794,87;5,174;2770;2,21;2770;17,594;1485;1,465779;1485;0;18968;1,0786;;;1004,176;1,419;498,122689;2,482777763;998,485;2,015;498,122689;0,000000722;;;;;;;;;;;;;;;2867,8;1,53038;2867,8;0,00207;;
;;;;;;;;;;;;;;;;805,19;0,095;805,19;5,251;2780;2,218;2780;17,652;1490;1,46577;1490;0;19193;1,0096;;;1007,021;1,419;500,998382;2,479609497;1001,33;2,015;500,998382;0,000000616;;;;;;;;;;;;;;;2874,1;1,53001;2874,1;0,0022;;
;;;;;;;;;;;;;;;;815,79;0,097;815,79;5,33;2790;2,238;2790;17,715;1495;1,465761;1495;0;19423;0,91968;;;1009,867;1,419;503,890678;2,476503409;1004,176;2,015;503,890678;0,000000527;;;;;;;;;;;;;;;2886,9;1,53113;2886,9;0,00171;;
;;;;;;;;;;;;;;;;826,67;0,099;826,67;5,411;2800;2,263;2800;17,79;1500;1,465752;1500;0;19658;0,80196;;;1012,712;1,419;506,79967;2,473457749;1007,021;2,015;506,79967;0,00000045;;;;;;;;;;;;;;;2899,8;1,53121;2899,8;0,00128;;
;;;;;;;;;;;;;;;;837,84;0,101;837,84;5,494;2810;2,278;2810;17,842;1505;1,465743;1505;0;19900;0,66102;;;1015,558;1,419;509,725457;2,470470839;1009,867;2,013;509,725457;0,000000385;;;;;;;;;;;;;;;2906,3;1,53115;2906,3;0,00147;;
;;;;;;;;;;;;;;;;849,32;0,103;849,32;5,579;2820;2,285;2820;17,908;1510;1,465734;1510;0;20148;0,54296;;;1018,403;1,419;512,668134;2,467541064;1012,712;2,013;512,668134;0,00000033;;;;;;;;;;;;;;;2919,4;1,53249;2919,4;0,00204;;
;;;;;;;;;;;;;;;;861,11;0,106;861,11;5,666;2830;2,294;2830;17,957;1515;1,465725;1515;0;20401;0,52975;;;1021,249;1,419;515,627799;2,464666874;1015,558;2,013;515,627799;0,000000283;;;;;;;;;;;;;;;2926;1,53291;2926;0,00225;;
;;;;;;;;;;;;;;;;873,24;0,108;873,24;5,756;2840;2,315;2840;18,014;1520;1,465716;1520;0;20662;0,70236;;;1024,094;1,419;518,604551;2,461846776;1018,403;2,013;518,604551;0,000000243;;;;;;;;;;;;;;;2939,3;1,53218;2939,3;0,00215;;
;;;;;;;;;;;;;;;;885,71;0,111;885,71;5,847;2850;2,332;2850;18,072;1525;1,465707;1525;0;20928;1,1089;;;1026,94;1,419;521,598488;2,459079334;1021,249;2,012;521,598488;0,000000209;;;;;;;;;;;;;;;2946;1,53184;2946;0,00208;;
;;;;;;;;;;;;;;;;898,55;0,113;898,55;5,942;2860;2,343;2860;18,136;1530;1,465699;1530;0;21202;1,688;;;1029,785;1,419;524,609709;2,456363164;1024,094;2,01;524,609709;0,00000018;;;;;;;;;;;;;;;2959,4;1,5317;2959,4;0,00183;;
;;;;;;;;;;;;;;;;911,76;0,116;911,76;6,039;2870;2,356;2870;18,201;1535;1,46569;1535;0;21484;2,2514;;;1032,631;1,419;527,638314;2,453696936;1026,94;2,01;527,638314;0,000000155;;;;;;;;;;;;;;;2966,2;1,53175;2966,2;0,00173;;
;;;;;;;;;;;;;;;;925,37;0,119;925,37;6,138;2880;2,372;2880;18,272;1540;1,465682;1540;0;21772;2,607;;;1035,476;1,419;530,684403;2,451079363;1029,785;2,01;530,684403;0,000000133;;;;;;;;;;;;;;;2979,8;1,53164;2979,8;0,00152;;
;;;;;;;;;;;;;;;;939,39;0,122;939,39;6,241;2890;2,373;2890;18,326;1545;1,465673;1545;0;22069;2,7207;;;1038,322;1,419;533,748077;2,448509208;1032,631;2,01;533,748077;0,000000115;;;;;;;;;;;;;;;2986,7;1,53148;2986,7;0,00165;;
;;;;;;;;;;;;;;;;953,85;0,126;953,85;6,346;2900;2,398;2900;18,385;1550;1,465665;1550;0;22374;2,7292;;;1041,167;1,419;536,829439;2,445985276;1035,476;2,01;536,829439;9,91E-08;;;;;;;;;;;;;;;2993,6;1,53164;2993,6;0,00216;;
;;;;;;;;;;;;;;;;968,75;0,129;968,75;6,455;2910;2,413;2910;18,451;1555;1,465657;1555;0;22687;2,7637;;;1044,013;1,419;539,928589;2,443506414;1038,322;2,01;539,928589;8,56E-08;;;;;;;;;;;;;;;3007,5;1,53209;3007,5;0,00277;;
;;;;;;;;;;;;;;;;984,13;0,133;984,13;6,567;2920;2,42;2920;18,505;1560;1,465649;1560;0;23010;2,8291;;;1046,858;1,419;543,045631;2,441071506;1041,167;2,01;543,045631;0,000000074;;;;;;;;;;;;;;;3014,5;1,53188;3014,5;0,00226;;
;;;;;;;;;;;;;;;;1000;0,137;1000;6,682;2930;2,437;2930;18,568;1565;1,465641;1565;0;23341;2,8764;;;1049,704;1,419;546,180667;2,438679478;1044,013;2,01;546,180667;0,000000064;;;;;;;;;;;;;;;3028,6;1,53105;3028,6;0,00152;;
;;;;;;;;;;;;;;;;1016,4;0,141;1016,4;6,801;2940;2,461;2940;18,625;1570;1,465633;1570;0;23682;2,8783;;;1052,549;1,419;549,333803;2,436329289;1046,858;2,01;549,333803;5,55E-08;;;;;;;;;;;;;;;3035,7;1,53085;3035,7;0,00166;;
;;;;;;;;;;;;;;;;1033,3;0,145;1033,3;6,924;2950;2,464;2950;18,68;1575;1,465625;1575;0;24034;2,8344;;;1055,395;1,419;552,505141;2,434019934;1049,704;2,01;552,505141;4,81E-08;;;;;;;;;;;;;;;3049,9;1,53084;3049,9;0,00158;;
;;;;;;;;;;;;;;;;1050,8;0,149;1050,8;7,05;2960;2,477;2960;18,735;1580;1,465617;1580;0;24396;2,7587;;;1058,24;1,419;555,694788;2,43175044;1052,549;2,01;555,694788;4,17E-08;;;;;;;;;;;;;;;3057,1;1,53114;3057,1;0,00121;;
;;;;;;;;;;;;;;;;1069;0,154;1069;7,181;2970;2,497;2970;18,805;1585;1,465609;1585;0;24769;2,6691;;;1061,086;1,419;558,902849;2,429519866;1055,395;2,01;558,902849;3,62E-08;;;;;;;;;;;;;;;3064,4;1,53136;3064,4;0,00104;;
;;;;;;;;;;;;;;;;1087,7;0,159;1087,7;7,316;2980;2,505;2980;18,865;1590;1,465602;1590;0;25153;2,5811;;;1063,931;1,419;562,129431;2,427327302;1058,24;2,01;562,129431;3,15E-08;;;;;;;;;;;;;;;3078,9;1,531;3078,9;0,00101;;
;;;;;;;;;;;;;;;;1107,1;0,165;1107,1;7,456;2990;2,525;2990;18,919;1595;1,465594;1595;0;25550;2,5042;;;1066,777;1,419;565,374639;2,425171863;1061,086;2,01;565,374639;2,74E-08;;;;;;;;;;;;;;;3086,3;1,5309;3086,3;0,00142;;
;;;;;;;;;;;;;;;;1127,3;0,17;1127,3;7,601;3000;2,554;3000;18,982;1600;1,465587;1600;0;25960;2,4419;;;1069,623;1,419;568,638583;2,423052697;1063,931;2,01;568,638583;2,38E-08;;;;;;;;;;;;;;;3093,6;1,5311;3093,6;0,00209;;
;;;;;;;;;;;;;;;;1148,1;0,176;1148,1;7,75;3010;2,564;3010;19,032;1605;1,465579;1605;0;26383;2,3933;;;1072,468;1,419;571,921369;2,420968976;1066,777;2,01;571,921369;2,07E-08;;;;;;;;;;;;;;;3108,5;1,53072;3108,5;0,00301;;
;;;;;;;;;;;;;;;;1169,8;0,182;1169,8;7,906;3020;2,59;3020;19,103;1610;1,465572;1610;0;26819;2,3556;;;1075,314;1,419;575,223107;2,418919896;1069,623;2,01;575,223107;1,81E-08;;;;;;;;;;;;;;;3115,9;1,53033;3115,9;0,00279;;
;;;;;;;;;;;;;;;;1192,3;0,189;1192,3;8,067;3030;2,585;3030;19,157;1615;1,465564;1615;0;27271;2,3258;;;1078,159;1,419;578,543906;2,416904679;1072,468;2,01;578,543906;1,58E-08;;;;;;;;;;;;;;;3123,4;1,5303;3123,4;0,00226;;
;;;;;;;;;;;;;;;;1215,7;0,196;1215,7;8,234;3040;2,596;3040;19,219;1620;1,465557;1620;0;27738;2,3017;;;1081,005;1,419;581,883877;2,41492257;1075,314;2,01;581,883877;1,38E-08;;;;;;;;;;;;;;;3138,6;1,52998;3138,6;0,00182;;
;;;;;;;;;;;;;;;;1240;0,204;1240;8,407;3050;2,603;3050;19,291;1625;1,46555;1625;0;28221;2,2816;;;1083,85;1,419;585,243129;2,412972838;1078,159;2,01;585,243129;0,000000012;;;;;;;;;;;;;;;3146,2;1,52963;3146,2;0,00203;;
;;;;;;;;;;;;;;;;1265,3;0,212;1265,3;8,588;3060;2,618;3060;19,349;1630;1,465543;1630;0;28722;2,2644;;;1086,696;1,419;588,621775;2,41105477;1081,005;2,01;588,621775;1,05E-08;;;;;;;;;;;;;;;3153,8;1,52944;3153,8;0,00217;;
;;;;;;;;;;;;;;;;1291,7;0,22;1291,7;8,776;3070;2,626;3070;19,4;1635;1,465536;1635;0;29240;2,2494;;;1089,541;1,419;592,019925;2,409167678;1083,85;2,01;592,019925;9,21E-09;;;;;;;;;;;;;;;3169,3;1,52859;3169,3;0,00195;;
;;;;;;;;;;;;;;;;1319,1;0,229;1319,1;8,971;3080;2,656;3080;19,476;1640;1,465529;1640;0;29778;2,236;;;1092,387;1,419;595,437693;2,407310889;1086,696;2,01;595,437693;8,06E-09;;;;;;;;;;;;;;;3177;1,52841;3177;0,00201;;
;;;;;;;;;;;;;;;;1347,8;0,239;1347,8;9,175;3090;2,663;3090;19,523;1645;1,465522;1645;0;30335;2,224;;;1095,232;1,419;598,875193;2,405483754;1089,541;2,01;598,875193;7,06E-09;;;;;;;;;;;;;;;3184,8;1,5285;3184,8;0,00241;;
;;;;;;;;;;;;;;;;1441,9;0,272;1441,9;9,841;3100;2,671;3100;19,571;1650;1,465515;1650;0;30914;2,2129;;;1098,078;1,419;602,332537;2,40368564;1092,387;2,01;602,332537;6,19E-09;;;;;;;;;;;;;;;3192,7;1,52851;3192,7;0,00273;;
;;;;;;;;;;;;;;;;1476,2;0,285;1476,2;10,084;3110;2,679;3110;19,637;1655;1,465508;1655;0;31516;2,2026;;;1100,923;1,419;605,809841;2,401915932;1095,232;2,01;605,809841;5,43E-09;;;;;;;;;;;;;;;3208,5;1,52784;3208,5;0,00325;;
;;;;;;;;;;;;;;;;1512,2;0,298;1512,2;10,338;3120;2,691;3120;19,698;1660;1,465502;1660;0;32141;2,193;;;1103,769;1,419;609,307219;2,400174031;1098,078;2,01;609,307219;4,76E-09;;;;;;;;;;;;;;;3216,4;1,52743;3216,4;0,00359;;
;;;;;;;;;;;;;;;;1539,8;0,309;1539,8;10,533;3130;2,71;3130;19,757;1665;1,465495;1665;0;32792;2,1838;;;1106,614;1,419;612,824788;2,398459357;1100,923;2,008;612,824788;4,18E-09;;;;;;;;;;;;;;;3224,4;1,5272;3224,4;0,00381;;
;;;;;;;;;;;;;;;;1550;0,313;1550;10,605;3140;2,728;3140;19,82;1670;1,465488;1670;0;33469;2,1751;;;1109,46;1,419;616,362664;2,396771343;1103,769;2,008;616,362664;3,67E-09;;;;;;;;;;;;;;;3232,5;1,52714;3232,5;0,00392;;
;;;;;;;;;;;;;;;;1577,3;0,324;1577,3;10,798;3150;2,743;3150;19,872;1675;1,465482;1675;0;34176;2,1667;;;1112,305;1,419;619,920965;2,39510944;1106,614;2,008;619,920965;3,23E-09;;;;;;;;;;;;;;;3248,7;1,52774;3248,7;0,00391;;
;;;;;;;;;;;;;;;;1589,7;0,329;1589,7;10,885;3160;2,755;3160;19,936;1680;1,465475;1680;0;34912;2,1585;;;1115,151;1,419;623,499807;2,393473112;1109,46;2,008;623,499807;2,84E-09;;;;;;;;;;;;;;;3256,9;1,52812;3256,9;0,00362;;
;;;;;;;;;;;;;;;;1616,6;0,34;1616,6;11,075;3170;2,761;3170;19,981;1685;1,465469;1685;0;35681;2,1506;;;1117,996;1,419;627,099311;2,391861837;1112,305;2,007;627,099311;2,49E-09;;;;;;;;;;;;;;;3265,1;1,52826;3265,1;0,0034;;
;;;;;;;;;;;;;;;;1631,6;0,346;1631,6;11,18;3180;2,79;3180;20,051;1690;1,465462;1690;0;36485;2,1429;;;1120,842;1,419;630,719595;2,390275109;1115,151;2,005;630,719595;2,19E-09;;;;;;;;;;;;;;;3273,3;1,52822;3273,3;0,00326;;
;;;;;;;;;;;;;;;;1658;0,357;1658;11,366;3190;2,8;3190;20,112;1695;1,465456;1695;0;37326;2,1353;;;1123,687;1,419;634,360779;2,388712432;1117,996;2,005;634,360779;1,93E-09;;;;;;;;;;;;;;;3289,9;1,52714;3289,9;0,00262;;
;;;;;;;;;;;;;;;;1675,7;0,365;1675,7;11,49;3200;2,825;3200;20,183;1700;1,46545;1700;0;38206;2,1279;;;1126,533;1,419;638,022984;2,387173324;1120,842;2,005;638,022984;1,70E-09;;;;;;;;;;;;;;;3298,3;1,52634;3298,3;0,00264;;
;;;;;;;;;;;;;;;;1701,5;0,376;1701,5;11,672;3210;2,822;3210;20,232;1705;1,465444;1705;0;39129;2,1206;;;1129,378;1,419;641,706331;2,385657318;1123,687;2,005;641,706331;1,49E-09;;;;;;;;;;;;;;;3306,7;1,52535;3306,7;0,00315;;
;;;;;;;;;;;;;;;;1722,2;0,385;1722,2;11,817;3220;2,823;3220;20,292;1710;1,465438;1710;0;40098;2,1135;;;1132,224;1,419;645,410942;2,384163954;1126,533;2,005;645,410942;1,31E-09;;;;;;;;;;;;;;;3315,2;1,52405;3315,2;0,00406;;
;;;;;;;;;;;;;;;;1747,4;0,396;1747,4;11,994;3230;2,86;3230;20,35;1715;1,465431;1715;0;41116;2,1065;;;1135,069;1,419;649,13694;2,382692788;1129,378;2,005;649,13694;1,15E-09;;;;;;;;;;;;;;;3323,7;1,52267;3323,7;0,00519;;
;;;;;;;;;;;;;;;;1771,4;0,406;1771,4;12,163;3240;2,877;3240;20,412;1720;1,465425;1720;0;42187;2,0996;;;1137,915;1,419;652,884448;2,381243385;1132,224;2,005;652,884448;1,01E-09;;;;;;;;;;;;;;;3332,2;1,52161;3332,2;0,00669;;
;;;;;;;;;;;;;;;;1795,8;0,417;1795,8;12,334;3250;2,88;3250;20,468;1725;1,465419;1725;0;43315;2,0929;;;1140,76;1,419;656,653591;2,37981532;1135,069;2,005;656,653591;8,86E-10;;;;;;;;;;;;;;;3349,4;1,52122;3349,4;0,0116;;
;;;;;;;;;;;;;;;;1823,5;0,43;1823,5;12,528;3260;2,9;3260;20,514;1730;1,465413;1730;0;44505;2,0864;;;1143,606;1,419;660,444494;2,378408181;1137,915;2,005;660,444494;7,76E-10;;;;;;;;;;;;;;;3358,1;1,52273;3358,1;0,0148;;
;;;;;;;;;;;;;;;;1846,9;0,441;1846,9;12,692;3270;2,931;3270;20,592;1735;1,465408;1735;0;45762;2,08;;;1146,451;1,419;664,257281;2,377021563;1140,76;2,005;664,257281;6,79E-10;;;;;;;;;;;;;;;3366,8;1,52612;3366,8;0,0173;;
;;;;;;;;;;;;;;;;1878,8;0,456;1878,8;12,915;3280;2,909;3280;20,626;1740;1,465402;1740;0;47093;2,0737;;;1149,297;1,419;668,09208;2,375655073;1143,606;2,005;668,09208;5,93E-10;;;;;;;;;;;;;;;3375,6;1,53082;3375,6;0,0181;;
;;;;;;;;;;;;;;;;1901,1;0,467;1901,1;13,072;3290;2,903;3290;20,679;1745;1,465396;1745;0;48503;2,0676;;;1152,142;1,419;671,949018;2,374308328;1146,451;2,005;671,949018;5,16E-10;;;;;;;;;;;;;;;3384,4;1,53514;3384,4;0,0167;;
;;;;;;;;;;;;;;;;1937,5;0,485;1937,5;13,326;3300;2,908;3300;20,737;1750;1,46539;1750;0;50000;2,0617;;;1154,988;1,419;675,828222;2,372980951;1149,297;2,005;675,828222;4,49E-10;;;;;;;;;;;;;;;3393,3;1,53758;3393,3;0,0138;;
;;;;;;;;;;;;;;;;1958,5;0,495;1958,5;13,473;;;;;1755;1,465385;1755;0;;;;;1157,833;1,419;679,729821;2,371672576;1152,142;2,005;679,729821;3,89E-10;;;;;;;;;;;;;;;3402,2;1,53821;3402,2;0,0107;;
;;;;;;;;;;;;;;;;2000;0,516;2000;13,763;;;;;1760;1,465379;1760;0;;;;;1160,679;1,419;683,653944;2,370382846;1154,988;2,005;683,653944;3,35E-10;;;;;;;;;;;;;;;3411,1;1,53774;3411,1;0,0081;;
;;;;;;;;;;;;;;;;2019,5;0,526;2019,5;13,9;;;;;1765;1,465373;1765;0;;;;;1163,524;1,419;687,600721;2,369111412;1157,833;2,005;687,600721;2,87E-10;;;;;;;;;;;;;;;3429,2;1,53527;3429,2;0,00559;;
;;;;;;;;;;;;;;;;2084,5;0,56;2084,5;14,353;;;;;1770;1,465368;1770;0;;;;;1166,37;1,419;691,570284;2,367857931;1160,679;2,005;691,570284;2,45E-10;;;;;;;;;;;;;;;3438,3;1,53393;3438,3;0,00596;;
;;;;;;;;;;;;;;;;2153,7;0,597;2153,7;14,836;;;;;1775;1,465362;1775;0;;;;;1169,215;1,419;695,562763;2,366622072;1163,524;2,005;695,562763;2,07E-10;;;;;;;;;;;;;;;3447,4;1,53337;3447,4;0,00671;;
;;;;;;;;;;;;;;;;2227,7;0,638;2227,7;15,352;;;;;1780;1,465357;1780;0;;;;;1172,061;1,419;699,57829;2,365403507;1166,37;2,005;699,57829;1,73E-10;;;;;;;;;;;;;;;3456,6;1,53347;3456,6;0,00723;;
;;;;;;;;;;;;;;;;2307;0,684;2307;15,904;;;;;1785;1,465351;1785;0;;;;;1174,906;1,419;703,617;2,364201918;1169,215;2,005;703,617;1,43E-10;;;;;;;;;;;;;;;3465,8;1,53398;3465,8;0,00719;;
;;;;;;;;;;;;;;;;2392,1;0,734;2392,1;16,496;;;;;1790;1,465346;1790;0;;;;;1177,752;1,419;707,679025;2,363016994;1172,061;2,005;707,679025;1,16E-10;;;;;;;;;;;;;;;3475,1;1,53459;3475,1;0,00661;;
;;;;;;;;;;;;;;;;2483,8;0,791;2483,8;17,133;;;;;1795;1,465341;1795;0;;;;;1180,597;1,419;711,764501;2,36184843;1174,906;2,005;711,764501;9,15E-11;;;;;;;;;;;;;;;3484,5;1,53506;3484,5;0,0056;;
;;;;;;;;;;;;;;;;2582,7;0,854;2582,7;17,819;;;;;1800;1,465335;1800;0;;;;;1183,443;1,419;715,873562;2,360695928;1177,752;2,005;715,873562;6,96E-11;;;;;;;;;;;;;;;3493,9;1,5354;3493,9;0,00441;;
;;;;;;;;;;;;;;;;2689,9;0,926;2689,9;18,562;;;;;1805;1,46533;1805;0;;;;;1186,288;1,419;720,006345;2,359559197;1180,597;2,005;720,006345;4,99E-11;;;;;;;;;;;;;;;3503,3;1,53552;3503,3;0,00342;;
;;;;;;;;;;;;;;;;2806,4;1,007;2806,4;19,367;;;;;1810;1,465325;1810;0;;;;;1189,134;1,419;724,162987;2,358437951;1183,443;2,005;724,162987;3,22E-11;;;;;;;;;;;;;;;3512,8;1,53537;3512,8;0,0027;;
;;;;;;;;;;;;;;;;2933,3;1,099;2933,3;20,245;;;;;1815;1,46532;1815;0;;;;;1191,979;1,419;728,343626;2,357331913;1186,288;2,005;728,343626;1,62E-11;;;;;;;;;;;;;;;3522,4;1,53487;3522,4;0,00222;;
;;;;;;;;;;;;;;;;3072,4;1,204;3072,4;21,204;;;;;1820;1,465315;1820;0;;;;;1194,825;1,419;732,548399;2,356240809;1189,134;2,005;732,548399;1,77E-12;;;;;;;;;;;;;;;3532;1,53403;3532;0,00174;;
;;;;;;;;;;;;;;;;3225,2;1,325;3225,2;22,256;;;;;1825;1,46531;1825;0;;;;;1197,671;1,419;736,777447;2,355164372;1191,979;2,005;736,777447;0;;;;;;;;;;;;;;;3541,6;1,53321;3541,6;0,00138;;
